Recency,Frequency,Monetary,Cluster
280,13,164.4,LOST
26,27,164.34,BEST
152,57,164.22,LOST
149,9,164,LOST
6,9,163.62,BEST
261,10,163.3,LOST
165,12,163.3,LOST
21,59,163.24,BEST
200,5,163.2,LOST
16,2,163.2,BEST
39,46,162.8,BEST
17,27,162.78,BEST
277,17,162.7,LOST
283,10,162.3,LOST
28,30,162.22,BEST
104,48,161.74,LOST
18,13,161.67,BEST
25,7,161.64,BEST
183,30,161.38,LOST
226,10,160.95,LOST
187,22,160.71,LOST
157,19,160.42,LOST
141,10,160.35,LOST
24,10,160.19,BEST
10,10,160.18,BEST
47,35,160.04,BEST
150,8,159.85,LOST
79,6,159,LOST
264,10,158.95,LOST
169,9,158.85,LOST
321,39,158.8,LOST
57,13,158.75,LOST
284,10,158.68,LOST
357,4,158.16,LOST
72,9,158.04,LOST
362,37,157.92,LOST
206,6,157.9,LOST
51,13,157.7,LOST
46,31,157.62,BEST
316,9,157.4,LOST
234,3,157.2,LOST
335,14,157.09,LOST
50,29,157.05,BEST
318,10,157.02,LOST
159,12,156.91,LOST
19,26,156.78,BEST
119,8,156.75,LOST
131,25,156.58,LOST
107,12,156.51,LOST
12,53,156.34,BEST
212,9,156.02,LOST
71,8,155.95,LOST
326,12,155.93,LOST
205,10,155.9,LOST
50,61,155.37,BEST
331,9,155.17,LOST
320,8,155,LOST
284,14,154.99,LOST
261,8,154.95,LOST
49,9,154.88,LOST
159,31,154.55,LOST
311,8,154.41,LOST
19,59,154.35,BEST
61,55,154.18,BEST
309,11,153.94,LOST
333,8,153.9,LOST
54,49,153.64,BEST
33,9,153.16,LOST
321,10,153,LOST
26,25,152.95,BEST
62,7,152.94,LOST
145,48,152.68,LOST
295,8,152.65,LOST
267,7,152.55,LOST
185,5,152.4,LOST
74,4,152.2,LOST
33,6,152.2,LOST
85,28,152.06,LOST
236,5,151.85,LOST
95,10,151.74,LOST
22,37,151.5,BEST
253,9,151.5,LOST
22,44,151.37,BEST
39,12,151.3,LOST
37,10,151.05,LOST
32,13,151.04,BEST
2,39,150.61,BEST
106,30,150.35,LOST
234,7,150.3,LOST
53,48,150.23,BEST
183,14,149.89,LOST
277,15,149.64,LOST
233,20,149.58,LOST
140,13,149.48,LOST
22,29,149.29,BEST
106,6,149.05,LOST
24,6,148.86,BEST
257,8,148.8,LOST
33,4,148.44,LOST
157,26,148,LOST
358,10,147.9,LOST
30,37,147.59,BEST
37,21,147.35,BEST
176,28,147.2,LOST
138,3,147.12,LOST
64,11,146.87,LOST
326,8,146.85,LOST
138,29,145.79,LOST
74,7,145.67,LOST
64,7,145.35,LOST
286,10,145.05,LOST
199,7,145.04,LOST
361,6,145,LOST
10,9,144.91,BEST
198,8,144.8,LOST
187,20,144.45,LOST
40,20,144.36,BEST
73,9,144.2,LOST
47,2,144,LOST
218,5,143.46,LOST
201,6,143.1,LOST
178,32,142.92,LOST
268,5,142.5,LOST
170,8,142.5,LOST
307,24,142.4,LOST
297,7,142.4,LOST
305,23,141.92,LOST
216,14,141.86,LOST
254,8,141.85,LOST
266,21,141.41,LOST
363,66,141.04,LOST
66,10,140.34,LOST
26,7,139.56,BEST
192,19,139.35,LOST
232,6,139.35,LOST
112,9,139.26,LOST
29,8,139.1,LOST
239,9,139.05,LOST
113,16,138.98,LOST
265,10,138.68,LOST
17,17,138.6,BEST
119,7,138.32,LOST
269,21,138.28,LOST
106,9,138.14,LOST
174,10,137.9,LOST
78,9,137.75,LOST
170,7,137.45,LOST
50,10,137.37,LOST
282,9,137.1,LOST
10,5,137,BEST
252,2,136.8,LOST
278,20,136.77,LOST
74,3,136,LOST
54,30,135.99,LOST
112,5,135.95,LOST
199,5,135.93,LOST
336,10,135.9,LOST
25,8,135.86,BEST
171,8,135.75,LOST
323,11,135.75,LOST
362,9,135.4,LOST
242,30,135.19,LOST
71,10,134.96,LOST
221,8,134.8,LOST
219,6,134.7,LOST
352,1,134.55,LOST
33,26,134.46,BEST
173,12,134.1,LOST
197,8,134.04,LOST
191,5,133.56,LOST
10,31,133.5,BEST
304,8,133.35,LOST
284,6,133.25,LOST
65,7,133.06,LOST
53,13,131.94,LOST
306,9,131.9,LOST
97,47,131.81,LOST
204,8,131.7,LOST
166,6,131.45,LOST
173,40,131.14,LOST
46,11,130.74,LOST
16,6,129.5,BEST
186,10,129.49,LOST
246,5,129.45,LOST
66,49,128.63,LOST
93,8,128.5,LOST
17,49,128.18,BEST
288,28,127.86,LOST
11,15,127.86,BEST
251,17,127.84,LOST
162,13,127.1,LOST
271,5,126.7,LOST
22,7,126.25,BEST
29,7,126.14,LOST
5,7,126.12,BEST
30,5,125.8,LOST
52,6,125.79,LOST
254,7,125.65,LOST
34,20,125.58,BEST
52,9,124.88,LOST
187,8,124.57,LOST
3,5,124.2,BEST
310,18,124.05,LOST
51,6,123.8,LOST
248,12,123.1,LOST
78,8,122.75,LOST
64,7,122.7,LOST
16,8,122.64,BEST
297,1,122.4,LOST
108,29,122.14,LOST
93,27,121.74,LOST
185,1,121.68,LOST
45,11,121.18,LOST
274,3,121.17,LOST
362,22,121.05,LOST
156,7,121,LOST
318,7,120.95,LOST
177,9,120.9,LOST
276,24,120.44,LOST
4,46,120.03,BEST
107,8,120,LOST
142,5,120,LOST
190,22,119.93,LOST
54,5,119.62,LOST
338,6,119.3,LOST
19,32,118.98,BEST
304,8,118.95,LOST
78,2,118.8,LOST
266,6,118.75,LOST
129,44,118.67,LOST
309,10,118,LOST
312,8,117.85,LOST
277,22,117.55,LOST
87,7,117.35,LOST
86,3,117.24,LOST
288,9,116.2,LOST
239,9,116.01,LOST
134,7,115.8,LOST
82,15,115.46,LOST
99,21,115.31,LOST
22,16,115.05,BEST
128,18,114.77,LOST
11,2,114.6,BEST
170,16,114.56,LOST
263,8,114.56,LOST
12,24,114.34,BEST
32,25,114.23,BEST
77,29,114.18,LOST
26,9,114.14,BEST
41,6,114.11,LOST
311,4,113.64,LOST
234,9,113.5,LOST
264,5,113.5,LOST
38,18,113.48,BEST
290,8,113.44,LOST
172,16,113.12,LOST
209,13,112.8,LOST
241,21,112.75,LOST
313,8,112.75,LOST
243,14,112.55,LOST
52,6,112.46,LOST
30,22,112.4,BEST
226,10,112.32,LOST
190,6,112.2,LOST
61,25,112.08,LOST
66,31,111.68,LOST
25,8,111.38,BEST
129,10,111.35,LOST
214,17,111.15,LOST
244,12,110.97,LOST
333,3,110.95,LOST
163,24,110.92,LOST
52,30,110.8,LOST
187,7,110.55,LOST
22,7,110.46,BEST
282,12,110.38,LOST
29,19,110.38,BEST
58,8,110.38,LOST
240,6,110.25,LOST
47,24,110.21,LOST
274,7,109.8,LOST
53,5,109.36,LOST
214,8,109.13,LOST
39,6,108.98,LOST
27,30,108.81,BEST
276,7,108.5,LOST
66,6,108.38,LOST
7,21,108.33,BEST
273,16,108.21,LOST
306,19,108.07,LOST
27,4,107.95,LOST
35,25,107.82,BEST
20,3,107.6,LOST
326,7,107.45,LOST
225,15,107.21,LOST
319,7,106.83,LOST
253,3,106.81,LOST
26,5,106.56,LOST
30,10,106.1,LOST
183,9,105.84,LOST
245,7,104.9,LOST
61,6,104.82,LOST
337,13,104.76,LOST
74,7,104.35,LOST
7,1,104,BEST
89,6,103.3,LOST
234,5,103.3,LOST
186,5,103.25,LOST
10,6,102.45,BEST
142,34,102.41,LOST
246,8,102.12,LOST
361,3,102,LOST
241,5,101.8,LOST
30,6,101.7,LOST
289,1,101.7,LOST
211,8,101.4,LOST
274,7,101.34,LOST
234,8,101.19,LOST
158,2,101.1,LOST
161,15,100.97,LOST
14,3,100.9,BEST
72,2,100.8,LOST
295,4,100.5,LOST
318,1,99.5,LOST
160,12,99.14,LOST
128,5,99.1,LOST
149,6,98.45,LOST
26,9,98.42,BEST
179,8,98.25,LOST
323,6,97.7,LOST
19,4,97.5,BEST
280,6,96.8,LOST
88,2,96.6,LOST
59,2,96.12,LOST
45,3,95.85,LOST
44,15,95.45,LOST
17,8,95.34,BEST
323,4,94.36,LOST
35,6,94.2,LOST
284,18,94.05,LOST
290,6,94,LOST
65,33,93.82,LOST
15,6,93.78,BEST
218,5,93.75,LOST
60,7,93.66,LOST
225,5,93.35,LOST
214,6,92.72,LOST
65,6,92.46,LOST
319,4,91.8,LOST
22,4,91.8,LOST
93,2,91.32,LOST
215,6,90.6,LOST
65,5,90.6,LOST
16,1,90.48,LOST
20,3,90.3,LOST
217,17,90.12,LOST
4,7,90.04,BEST
144,3,90,LOST
37,17,89.94,LOST
4,7,89.94,BEST
297,5,89.2,LOST
99,9,89.06,LOST
257,5,88.2,LOST
265,3,87.8,LOST
137,5,87.4,LOST
114,29,85.13,LOST
253,1,85,LOST
213,5,85,LOST
60,12,84.65,LOST
57,21,84.4,LOST
19,24,83.15,BEST
95,12,82.75,LOST
56,4,81.57,LOST
60,4,81.44,LOST
181,7,80.82,LOST
8,5,80.8,BEST
146,2,80.7,LOST
359,1,80.64,LOST
284,1,79.2,LOST
305,1,79.2,LOST
8,2,77.5,BEST
10,3,77.4,BEST
262,3,77.3,LOST
30,5,76.8,LOST
358,4,76.55,LOST
133,1,76.5,LOST
177,3,76.5,LOST
218,1,76.32,LOST
296,1,76.32,LOST
325,1,76.32,LOST
282,2,76.1,LOST
81,5,75.75,LOST
219,6,75.66,LOST
18,3,75,LOST
74,2,74.9,LOST
359,5,74.4,LOST
71,6,74.4,LOST
171,26,73.78,LOST
334,5,73.5,LOST
59,3,73.2,LOST
247,12,72.9,LOST
183,8,72,LOST
35,7,71.66,LOST
268,1,71.4,LOST
113,1,71.4,LOST
31,7,71,LOST
154,19,70.02,LOST
26,18,68.84,BEST
218,5,67.95,LOST
65,2,65.4,LOST
286,29,65.13,LOST
94,2,64,LOST
155,1,63.75,LOST
208,23,63.44,LOST
268,4,62.85,LOST
127,5,62.64,LOST
45,15,62.43,LOST
136,3,60.7,LOST
218,4,59.9,LOST
204,1,59.8,LOST
187,3,59.5,LOST
253,12,58.49,LOST
179,6,58.08,LOST
255,3,56.4,LOST
50,1,56.16,LOST
291,9,53.5,LOST
223,1,53.1,LOST
81,13,52.83,LOST
19,3,52.2,LOST
188,2,52,LOST
110,1,52,LOST
165,1,51,LOST
15,1,49.8,LOST
79,2,48.48,LOST
177,2,46.95,LOST
33,4,45.6,LOST
38,2,43.5,LOST
19,3,43.2,LOST
4,3,41.99,BEST
260,3,40.5,LOST
156,9,39.24,LOST
189,2,39.12,LOST
52,5,38.45,LOST
252,2,37.4,LOST
311,1,35.8,LOST
15,2,35.4,LOST
33,2,35.4,LOST
78,3,34.8,LOST
294,1,34,LOST
163,2,32.65,LOST
239,1,30.6,LOST
23,1,30,LOST
134,1,25.5,LOST
262,1,25.5,LOST
56,1,20.8,LOST
30,1,20.8,LOST
37,7,20.35,LOST
107,1,17,LOST
120,1,15,LOST
263,1,15,LOST
7,1,15,LOST
84,3,13.3,LOST
249,1,12.75,LOST
45,2,6.9,LOST
64,2,6.2,LOST
298,1,3.75,LOST
